ID,Label,Code
1064,CP_ML_StepDetect_l1pwc_005,"CP_ML_StepDetect(x_z,'l1pwc',0.05)"
1065,CP_ML_StepDetect_l1pwc_02,"CP_ML_StepDetect(x_z,'l1pwc',0.2)"
1066,CP_l1pwc_sweep_lambda_0_005_095,"CP_l1pwc_sweep_lambda(x_z,0:0.05:0.95)"
1067,ST_MomentCorr_002_02_mean_std_none,"ST_MomentCorr(x_z,0.02,0.2,'mean','std','none')"
1068,ST_MomentCorr_002_02_median_iqr_none,"ST_MomentCorr(x_z,0.02,0.2,'median','iqr','none')"
1069,ST_MomentCorr_002_02_mean_std_abs,"ST_MomentCorr(x_z,0.02,0.2,'mean','std','abs')"
1070,ST_MomentCorr_002_02_median_iqr_abs,"ST_MomentCorr(x_z,0.02,0.2,'median','iqr','abs')"
1071,ST_MomentCorr_002_02_mean_std_sqrt,"ST_MomentCorr(x_z,0.02,0.2,'mean','std','sqrt')"
1072,ST_MomentCorr_002_02_median_iqr_sqrt,"ST_MomentCorr(x_z,0.02,0.2,'median','iqr','sqrt')"
1073,SD_SurrogateTest_RP_99,"SD_SurrogateTest(x_z,'RP',99,[],{'ami1','fmmi','o3','tc3'},'default')"
1074,MD_pNN_raw,"MD_pNN(x)"
1075,MD_rawHRVmeas,"MD_rawHRVmeas(x)"
1076,NL_nsamdf_1_14_05_1_7,"NL_nsamdf(x,1,14,0.5,1,7,false)"
1077,NL_nsamdf_z_1_14_05_1_7,"NL_nsamdf(x_z,1,14,0.5,1,7,false)"
1078,CR_RAD_1,"CR_RAD(x_z,1,true)"
1079,CR_RAD_2,"CR_RAD(x_z,2,true)"
1080,CR_RAD_tau,"CR_RAD(x_z,'tau',true)"
